442,201,425,0
441,203,427,0
442,202,425,0
440,203,424,0
442,201,425,0
440,204,424,0
443,201,426,0
440,204,424,0
443,201,426,0
439,204,424,0
443,201,426,0
439,204,423,0
443,201,426,0
439,204,423,0
443,201,426,0
441,204,423,0
444,203,426,0
442,205,423,0
443,201,426,0
443,205,423,0
443,204,426,0
442,205,422,0
443,204,426,0
442,205,428,0
444,203,426,0
442,204,422,0
443,203,426,0
442,204,424,0
440,203,426,0
441,204,424,0
441,203,425,0
441,204,423,0
440,203,426,0
442,201,423,0
440,203,423,0
442,201,424,0
440,203,422,0
442,201,424,0
440,203,422,0
443,201,424,0
439,204,421,0
443,200,425,0
440,203,421,0
444,201,424,0
439,204,421,0
443,200,424,0
443,203,421,0
443,202,423,0
441,203,420,0
441,199,422,0
440,203,419,0
440,199,421,0
439,202,418,0
440,201,420,0
438,202,419,0
439,200,419,0
437,201,417,0
437,200,418,0
436,197,416,0
435,200,414,0
437,197,416,0
434,200,417,0
436,198,415,0
433,199,417,0
436,197,415,0
433,199,413,0
436,197,415,0
433,198,413,0
436,197,415,0
432,199,412,0
436,196,415,0
438,199,412,0
436,196,415,0
432,199,413,0
436,196,415,0
433,199,413,0
436,196,416,0
436,200,412,0
437,200,415,0
436,200,412,0
437,202,415,0
436,200,412,0
437,199,415,0
436,201,415,0
435,199,416,0
436,201,414,0
436,199,417,0
437,198,415,0
435,199,417,0
437,197,416,0
434,200,414,0
437,198,415,0
435,200,417,0
438,198,416,0
435,200,413,0
439,197,416,0
435,201,414,0
439,198,417,0
435,201,414,0
439,198,417,0
436,201,415,0
440,198,417,0
439,202,414,0
440,198,417,0
437,201,415,0
440,198,417,0
439,202,415,0
441,200,418,0
440,202,417,0
440,201,418,0
439,202,415,0
440,200,418,0
438,201,415,0
438,200,416,0
437,200,414,0
434,199,415,0
435,200,413,0
434,198,414,0
434,192,412,0
433,197,414,0
434,195,411,0
431,197,409,0
433,196,410,0
429,196,409,0
431,194,408,0
428,195,406,0
430,193,407,0
426,195,404,0
429,192,405,0
425,195,403,0
428,192,404,0
424,194,402,0
427,190,404,0
426,194,400,0
427,190,403,0
427,193,400,0
426,190,403,0
425,194,399,0
426,192,402,0
425,193,401,0
426,192,402,0
424,193,400,0
423,192,402,0
424,193,400,0
423,192,402,0
424,190,400,0
422,192,402,0
424,192,400,0
422,192,401,0
424,190,400,0
422,192,399,0
425,190,401,0
421,192,398,0
425,190,401,0
421,193,398,0
425,190,401,0
421,193,398,0
425,190,401,0
421,193,399,0
425,189,401,0
426,193,399,0
424,190,401,0
423,193,398,0
424,192,400,0
422,193,397,0
423,190,400,0
421,192,396,0
422,191,399,0
420,192,397,0
418,190,398,0
419,191,395,0
419,189,396,0
417,190,394,0
416,188,395,0
416,187,393,0
414,188,392,0
416,185,392,0
413,187,389,0
416,185,391,0
412,187,388,0
416,184,390,0
413,187,387,0
415,184,390,0
413,187,386,0
414,183,389,0
414,186,386,0
413,182,388,0
412,186,385,0
413,186,387,0
412,186,384,0
412,182,387,0
411,185,384,0
412,184,387,0
410,185,383,0
411,184,386,0
409,185,386,0
410,183,386,0
407,184,383,0
406,182,385,0
407,184,382,0
404,182,383,0
405,183,381,0
407,181,381,0
403,182,379,0
402,180,380,0
402,182,378,0
398,179,378,0
400,177,376,0
397,178,376,0
397,172,374,0
394,177,374,0
395,176,372,0
391,176,369,0
392,174,370,0
389,175,368,0
390,173,368,0
386,174,366,0
389,171,366,0
385,173,364,0
386,170,365,0
383,173,363,0
385,169,364,0
381,172,361,0
384,169,363,0
382,171,359,0
383,168,363,0
381,171,358,0
382,168,362,0
380,170,358,0
382,169,361,0
380,170,361,0
378,169,360,0
379,170,359,0
377,168,359,0
378,162,358,0
375,167,358,0
377,166,357,0
373,166,354,0
374,164,354,0
371,165,354,0
372,163,353,0
369,164,350,0
371,161,352,0
367,164,348,0
369,160,349,0
365,163,347,0
367,160,348,0
366,162,345,0
366,159,347,0
364,162,343,0
365,158,346,0
364,161,342,0
363,157,345,0
362,160,341,0
363,159,344,0
360,160,346,0
361,158,343,0
359,159,339,0
360,158,342,0
358,159,340,0
357,158,342,0
358,159,341,0
356,158,341,0
357,159,340,0
355,156,341,0
356,155,340,0
354,157,337,0
356,155,339,0
353,157,337,0
356,155,339,0
353,157,337,0
355,154,339,0
352,156,337,0
355,153,339,0
354,157,337,0
355,153,339,0
354,157,336,0
355,157,339,0
354,157,341,0
355,156,340,0
354,157,339,0
352,157,341,0
354,157,338,0
352,156,341,0
354,154,339,0
352,156,338,0
354,154,339,0
352,156,338,0
355,155,340,0
352,156,338,0
355,154,340,0
351,156,337,0
355,153,340,0
351,157,337,0
354,153,340,0
351,156,337,0
354,153,340,0
354,157,338,0
354,155,340,0
353,157,337,0
354,153,340,0
354,157,337,0
354,155,340,0
352,156,338,0
351,154,338,0
350,154,337,0
349,154,338,0
349,151,336,0
347,153,337,0
348,151,335,0
345,153,333,0
347,150,334,0
344,152,332,0
346,150,333,0
343,152,331,0
346,149,333,0
342,151,330,0
346,149,333,0
345,151,329,0
345,149,332,0
343,151,329,0
345,149,332,0
343,151,328,0
345,151,332,0
343,153,328,0
344,149,331,0
343,152,328,0
344,150,332,0
343,152,331,0
341,150,332,0
343,152,331,0
340,150,332,0
342,151,331,0
340,150,332,0
342,148,330,0
340,150,329,0
342,148,331,0
341,150,332,0
342,149,330,0
340,150,331,0
342,148,330,0
339,150,328,0
342,148,331,0
340,150,324,0
342,148,331,0
339,150,329,0
343,148,331,0
339,150,329,0
343,148,331,0
339,150,329,0
343,147,331,0
343,151,329,0
343,147,331,0
342,151,329,0
343,150,332,0
342,152,329,0
344,150,332,0
343,151,331,0
342,150,334,0
343,145,332,0
341,150,334,0
343,149,332,0
342,151,333,0
343,151,332,0
341,150,333,0
342,148,331,0
339,150,330,0
342,147,331,0
339,150,329,0
341,147,330,0
337,150,328,0
341,146,330,0
338,149,326,0
340,146,329,0
334,148,326,0
339,146,329,0
339,148,326,0
339,145,329,0
338,149,326,0
341,149,331,1
348,153,335,1
351,153,340,1
355,157,342,1
361,158,350,1
365,163,355,1
369,164,361,1
376,168,365,1
380,169,372,1
385,174,376,1
387,174,383,1
393,176,387,1
394,179,392,1
400,180,399,1
401,184,404,1
406,184,410,1
405,189,412,1
411,188,418,1
411,193,419,1
415,192,425,1
414,197,424,1
419,197,430,1
419,202,429,1
423,203,434,1
422,205,434,1
425,206,437,1
425,208,434,1
428,208,439,1
428,210,440,1
427,210,442,1
431,209,443,1
430,211,445,1
433,214,445,1
433,213,447,1
435,214,447,1
433,214,448,1
436,213,449,1
435,215,448,1
437,214,451,1
436,216,449,1
439,214,452,1
437,217,451,1
441,215,453,1
438,218,452,1
442,216,455,1
439,219,453,1
443,217,456,1
442,220,453,1
444,221,457,1
443,220,453,1
444,217,457,1
443,221,454,1
445,220,458,1
444,221,456,1
443,220,458,1
444,215,457,1
443,221,458,1
445,223,458,1
443,221,459,1
446,220,458,1
443,222,457,1
447,220,459,1
444,223,457,1
447,221,459,1
445,223,458,1
448,221,460,1
447,225,458,1
449,228,461,1
448,225,458,1
449,222,461,1
447,226,459,1
450,222,462,1
450,226,459,1
452,226,463,1
450,227,464,1
452,227,463,1
451,227,466,1
453,226,464,1
451,228,462,1
450,227,464,1
452,220,463,1
451,227,464,1
453,228,463,1
451,227,465,1
453,226,464,1
451,228,463,1
454,226,466,1
452,228,465,1
455,227,467,1
452,229,465,1
456,227,468,1
453,229,466,1
457,226,470,1
455,230,467,1
457,226,470,1
456,230,468,1
457,229,471,1
457,231,471,1
455,230,473,1
457,230,472,1
456,230,474,1
458,229,474,1
456,230,474,1
459,229,474,1
456,231,473,1
459,229,475,1
457,232,474,1
460,230,476,1
457,232,474,1
461,228,478,1
459,230,475,1
460,226,477,1
454,227,470,1
456,221,469,1
451,221,460,0
444,215,452,0
438,213,448,0
435,207,440,0
424,203,426,0
413,193,416,0
397,186,400,0
379,175,385,0
365,164,367,0
347,156,344,0
335,146,335,0
318,139,322,0
309,130,308,0
296,126,295,0
289,118,286,0
278,116,275,0
273,109,269,0
263,109,260,0
262,103,257,0
257,103,249,0
253,98,247,0
246,99,242,0
245,98,239,0
244,93,237,0
238,95,233,0
239,95,234,0
238,91,231,0
234,92,231,0
235,93,226,0
235,89,228,0
232,91,228,0
233,92,223,0
233,88,226,0
232,91,227,0
232,91,223,0
233,88,226,0
234,90,227,0
230,91,224,0
233,89,225,0
234,90,227,0
230,91,224,0
234,89,226,0
234,90,227,0
231,91,224,0
234,90,226,0
235,90,228,0
231,91,225,0
234,86,227,0
236,93,229,0
232,92,226,0
235,93,228,0
236,89,229,0
234,92,227,0
236,93,228,0
237,90,229,0
235,92,231,0
236,93,227,0
238,90,231,0
236,93,231,0
238,94,228,0
238,91,231,0
238,93,233,0
238,93,228,0
239,91,232,0
237,93,233,0
238,94,229,0
239,91,231,0
239,93,232,0
238,94,229,0
239,91,232,0
240,93,232,0
235,93,229,0
238,92,230,0
239,92,231,0
235,93,228,0
238,91,231,0
239,92,231,0
236,93,229,0
240,91,233,0
243,98,236,0
244,96,237,0
250,101,243,1
259,103,254,1
267,104,259,1
273,110,268,1
282,112,273,1
289,118,282,1
299,120,290,1
304,127,298,1
315,128,308,1
319,135,315,1
329,136,326,1
332,143,332,1
343,146,342,1
345,153,347,1
355,154,357,1
359,162,359,1
366,163,367,1
369,169,368,1
376,170,377,1
378,177,377,1
384,178,385,1
387,182,388,1
391,184,392,1
394,187,396,1
395,188,399,1
401,188,401,1
401,192,405,1
406,192,406,1
406,196,409,1
411,195,411,1
411,199,412,1
415,198,415,1
415,202,415,1
420,200,418,1
419,204,419,1
423,203,422,1
422,206,422,1
427,204,425,1
426,209,424,1
430,206,428,1
427,211,427,1
432,208,431,1
431,212,429,1
436,210,435,1
435,214,431,1
438,214,436,1
437,215,438,1
440,215,438,1
439,218,438,1
439,217,439,1
441,216,440,1
440,218,439,1
443,217,441,1
441,219,440,1
444,218,443,1
442,220,441,1
446,218,444,1
443,222,442,1
446,219,445,1
444,222,444,1
447,220,446,1
445,223,445,1
449,220,448,1
449,223,446,1
450,221,449,1
449,224,447,1
451,221,450,1
450,225,447,1
452,225,451,1
451,227,450,1
454,225,453,1
452,227,454,1
454,226,454,1
453,228,452,1
453,227,455,1
455,226,454,1
453,227,455,1
456,221,455,1
454,228,456,1
457,226,456,1
455,229,454,1
458,226,457,1
455,229,454,1
459,227,457,1
456,229,455,1
459,227,458,1
460,231,455,1
460,230,459,1
460,232,460,1
462,230,459,1
460,232,457,1
462,230,463,1
462,231,464,1
459,227,466,0
454,220,457,0
452,220,457,0
452,217,452,0
450,216,451,0
450,213,446,0
445,213,443,0
445,208,440,0
440,208,435,0
440,203,433,0
433,204,427,0
433,199,425,0
427,199,420,0
427,194,419,0
420,195,413,0
421,191,412,0
414,191,406,0
415,187,405,0
408,188,399,0
409,182,399,0
404,185,392,0
402,179,391,0
397,181,384,0
394,176,383,0
389,176,378,0
379,172,375,0
380,171,370,0
373,167,366,0
370,166,360,0
365,161,358,0
362,159,352,0
357,157,349,0
355,153,345,0
349,154,340,0
348,150,338,0
342,150,333,0
342,146,332,0
336,147,327,0
336,143,327,0
330,144,322,0
331,140,322,0
325,142,316,0
327,137,318,0
324,139,312,0
324,138,314,0
320,137,308,0
320,137,310,0
316,136,305,0
317,134,308,0
314,135,305,0
310,132,304,0
312,134,303,0
308,131,302,0
309,133,300,0
306,130,300,0
307,129,298,0
304,129,296,0
305,127,296,0
302,128,294,0
304,126,295,0
301,128,292,0
303,125,293,0
299,127,291,0
302,124,292,0
298,127,289,0
301,123,292,0
299,126,288,0
301,124,291,0
298,126,288,0
298,124,290,0
297,126,288,0
299,124,289,0
296,125,287,0
298,124,288,0
295,125,286,0
294,124,288,0
295,125,286,0
293,123,286,0
295,122,285,0
292,123,286,0
294,121,285,0
291,122,283,0
295,120,285,0
292,122,282,0
293,120,284,0
290,122,282,0
293,120,284,0
289,122,281,0
292,119,282,0
289,121,281,0
290,118,281,0
287,121,279,0
290,117,281,0
289,120,277,0
289,116,279,0
284,119,276,0
287,116,278,0
282,118,274,0
285,114,277,0
283,118,272,0
283,114,275,0
281,116,270,0
281,112,273,0
279,115,268,0
280,114,271,0
277,115,269,0
278,113,270,0
277,115,268,0
280,114,271,1
285,118,276,1
286,118,279,1
293,118,282,1
296,123,286,1
305,125,294,1
311,130,303,1
320,131,308,1
326,137,314,1
335,138,322,1
340,145,328,1
349,146,337,1
352,152,341,1
361,152,349,1
365,159,352,1
371,160,361,1
374,164,364,1
381,166,371,1
382,169,372,1
388,170,382,1
389,174,384,1
393,175,390,1
396,177,393,1
397,178,398,1
401,181,400,1
402,181,404,1
406,177,407,1
406,184,411,1
411,184,413,1
410,186,417,1
414,188,418,1
415,189,422,1
418,188,422,1
417,191,424,1
421,190,427,1
420,193,428,1
424,192,432,1
424,195,432,1
427,194,435,1
426,197,436,1
430,195,439,1
428,199,438,1
432,197,442,1
430,200,440,1
434,198,445,1
434,202,443,1
437,202,447,1
435,203,447,1
437,202,448,1
436,204,445,1
438,203,450,1
438,205,449,1
437,204,452,1
439,203,451,1
438,205,452,1
440,207,452,1
439,206,454,1
442,205,453,1
439,208,452,1
443,206,455,1
441,208,453,1
444,207,456,1
442,210,455,1
446,207,458,1
446,211,456,1
447,208,459,1
447,212,457,1
448,209,460,1
448,213,457,1
450,213,461,1
449,215,463,1
451,214,463,1
450,215,462,1
452,214,464,1
450,216,462,1
450,215,465,1
452,210,463,1
451,216,465,1
453,214,465,1
452,216,466,1
454,217,465,1
452,217,466,1
456,216,466,1
454,218,465,1
457,216,467,1
453,219,465,1
457,217,468,1
454,220,466,1
458,217,470,1
457,221,466,0
452,216,462,0
452,217,459,0
453,215,459,0
453,217,457,0
450,214,455,0
450,212,450,0
447,211,448,0
446,208,443,0
442,207,441,0
439,203,435,0
433,202,431,0
430,197,423,0
421,195,416,0
416,188,409,0
406,185,399,0
399,178,392,0
388,175,381,0
382,168,374,0
369,165,362,0
363,157,356,0
351,155,344,0
347,147,339,0
334,146,327,0
331,139,324,0
324,139,314,0
319,132,311,0
312,133,302,0
308,128,300,0
303,127,293,0
300,124,291,0
295,124,287,0
289,120,284,0
288,119,280,0
283,117,278,0
282,114,274,0
277,115,271,0
277,111,270,0
272,113,266,0
273,109,266,0
269,110,263,0
271,107,263,0
266,110,259,0
268,105,260,0
266,109,256,0
266,105,259,0
264,107,254,0
264,104,256,0
262,106,252,0
262,109,254,0
260,105,250,0
260,104,253,0
258,105,248,0
259,102,251,0
257,104,247,0
258,103,250,0
256,104,249,0
256,102,249,0
255,104,252,0
255,102,249,0
254,103,247,0
252,102,249,0
254,96,247,0
255,100,248,0
253,103,245,0
255,98,247,0
252,102,246,0
254,100,247,0
251,101,244,0
254,100,247,0
251,101,245,0
254,100,247,0
251,102,244,0
254,99,247,0
251,102,246,0
253,100,246,0
251,102,246,0
253,100,246,0
250,101,244,0
253,98,246,0
251,101,248,0
252,102,245,0
250,101,247,0
252,99,245,0
253,101,246,0
252,102,245,0
252,101,246,0
251,102,246,0
252,100,246,0
251,102,245,0
249,100,245,0
251,102,244,0
249,101,246,0
251,102,244,0
249,100,246,0
250,102,245,0
249,100,246,0
250,99,244,0
253,100,246,0
250,102,241,0
252,100,245,0
251,101,242,0
252,100,245,0
250,102,245,0
252,100,245,0
251,102,244,0
253,100,246,0
251,102,244,0
249,100,246,0
251,98,245,0
252,98,245,0
249,100,244,0
251,98,245,0
249,100,246,0
251,102,245,0
249,100,246,0
251,100,245,0
249,100,246,0
251,98,245,0
252,100,246,0
251,102,245,0
253,101,246,0
251,102,245,0
250,100,246,0
251,102,245,0
250,100,247,0
251,99,245,0
252,102,246,0
251,101,242,0
252,98,246,0
249,101,244,0
251,98,245,0
250,100,247,0
251,102,245,0
250,101,247,0
251,101,245,0
249,100,246,0
251,98,245,0
246,100,246,0
252,102,245,0
253,101,246,0
251,103,245,0
249,100,246,0
251,99,244,0
252,99,245,0
248,100,242,0
251,97,244,0
248,100,244,0
250,98,243,0
251,99,243,0
247,100,240,0
250,97,242,0
247,99,243,0
248,99,238,0
249,96,241,0
246,98,241,0
247,99,238,0
247,96,240,0
246,98,243,0
247,100,241,0
254,99,246,0
256,103,253,0
264,104,256,1
273,112,267,1
284,113,276,1
291,120,283,1
303,123,296,1
309,130,304,1
322,133,318,1
327,141,326,1
340,146,339,1
345,155,345,1
356,159,354,1
360,167,358,1
371,169,368,1
377,177,372,1
385,179,381,1
389,183,383,1
396,189,391,1
400,189,393,1
406,190,400,1
409,194,403,1
407,195,408,1
417,198,410,1
421,198,415,1
423,201,416,1
426,202,421,1
429,204,422,1
430,204,426,1
433,203,427,1
434,207,431,1
438,209,430,1
438,209,434,1
441,208,434,1
441,210,434,1
445,209,438,1
444,212,437,1
448,211,441,1
447,214,439,1
452,213,444,1
452,217,441,1
454,219,446,1
453,219,443,1
455,216,448,1
455,221,445,1
457,220,449,1
457,222,449,1
456,221,451,1
459,223,450,1
457,222,452,1
460,224,452,1
459,223,453,1
461,222,453,1
460,224,452,1
463,222,454,1
461,225,453,1
464,223,455,1
463,226,454,1
465,224,456,1
463,227,455,1
467,224,458,1
464,228,456,1
468,225,459,1
465,229,456,1
469,226,460,1
468,230,457,1
471,230,462,1
469,231,458,1
471,230,462,1
470,233,462,1
470,232,463,1
472,230,462,1
469,232,461,1
473,231,464,1
471,233,462,1
474,231,465,1
471,234,463,1
475,232,466,1
473,235,463,1
476,232,467,1
474,236,464,1
476,233,468,1
476,237,465,1
477,236,469,1
476,239,468,1
478,237,469,1
477,239,472,1
478,238,470,1
478,239,469,1
476,238,471,1
478,237,470,1
478,239,473,1
479,238,471,1
478,240,471,1
480,238,472,1
478,241,470,1
481,238,473,1
479,242,470,1
482,239,474,1
479,242,471,1
483,239,475,1
482,243,471,1
484,242,475,1
482,243,475,1
485,243,476,1
483,245,473,1
484,244,478,1
482,246,479,0
472,239,475,0
473,235,475,0
470,235,475,0
471,232,473,0
468,230,471,0
469,226,466,0
463,224,460,0
462,219,457,0
455,218,450,0
454,213,446,0
446,211,439,0
444,206,435,0
437,205,428,0
435,199,425,0
428,199,418,0
427,193,414,0
418,193,406,0
416,187,403,0
408,187,395,0
406,180,393,0
400,181,384,0
397,175,383,0
389,176,374,0
387,170,373,0
381,170,364,0
377,167,364,0
371,165,357,0
368,161,353,0
362,160,348,0
356,156,345,0
353,153,339,0
346,152,333,0
345,148,331,0
338,147,325,0
337,144,324,0
331,143,318,0
331,139,317,0
324,141,312,0
325,135,312,0
319,137,306,0
320,132,306,0
316,135,301,0
314,134,301,0
310,132,296,0
309,130,297,0
306,130,294,0
305,128,293,0
301,127,289,0
294,125,290,0
297,126,286,0
294,124,287,0
294,122,283,0
293,122,283,0
292,123,281,0
289,121,281,0
289,119,279,0
286,120,276,0
288,117,277,0
285,118,278,0
286,117,276,0
283,118,273,0
285,116,275,0
281,118,272,0
285,115,274,0
280,117,272,0
283,115,273,0
280,117,270,0
283,114,272,0
281,117,268,0
282,115,272,0
280,117,268,0
281,115,271,0
279,117,269,0
277,115,271,0
278,113,268,0
276,115,262,0
278,113,268,0
276,114,269,0
278,113,268,0
274,114,266,0
277,111,267,0
273,115,265,0
277,111,267,0
274,114,264,0
276,111,266,0
273,114,264,0
277,110,267,0
275,114,263,0
277,111,267,0
274,114,263,0
277,111,266,0
275,114,263,0
276,113,266,0
275,115,265,0
276,113,266,0
275,114,265,0
276,112,266,0
275,114,264,0
272,112,266,0
274,110,264,0
272,112,262,0
273,110,263,0
271,111,265,0
272,109,263,0
269,111,261,0
271,108,261,0
267,111,258,0
269,107,260,0
266,109,257,0
269,107,259,0
272,111,258,0
272,108,263,0
274,114,262,0
281,114,271,1
290,121,278,1
301,124,289,1
307,130,296,1
316,133,308,1
325,140,317,1
333,143,330,1
341,150,339,1
349,156,350,1
358,161,356,1
363,169,360,1
374,172,370,1
378,177,373,1
388,179,382,1
392,184,385,1
400,184,393,1
403,188,396,1
411,188,403,1
413,193,405,1
420,192,410,1
421,196,412,1
